aborrecer,anger
abhorr,anger
abhorr,disgust
aborrecimiento,anger
aborrecible,disgust
abomin,anger
abomin,disgust
abominablemente,disgust
abominar,anger
abominación,anger
Admir,joy
Admir,surprise
admirable,joy
admirablemente,joy
admiración,joy
admiración,surprise
admirar,joy
ador,joy
adorablemente,joy
adoración,joy
cariñoso,joy
afectar,joy
afecto,joy
afectiva,joy
cariñoso,joy
enamoramiento,joy
afectivo,joy
asustar,fear
asustado,fear
aggrav,anger
agravar,anger
agravado,anger
agravación,anger
agredir,anger
agresión,anger
agresivo,anger
agresividad,anger
aggriev,sadness
ofender,sadness
alarma,fear
alarmado,fear
alerta,fear
amat,joy
amatorio,joy
amatori,joy
amatorio,joy
amaz,surprise
asombro,surprise
asombrado,surprise
asombro,surprise
asombroso,surprise
espantosamente,surprise
amic,joy
amabilidad,joy
amistoso,joy
amicableness,joy
amigablemente,joy
loco,anger
Amor,joy
amoroso,joy
enamoramiento,joy
loco,anger
enfado,anger
enfurecido,anger
Angri,anger
angrili,anger
furiosamente,anger
enojado,anger
animos,anger
animosidad,anger
ánimo,anger
molestar,anger
molestia,anger
irritado,anger
molesto,anger
Antagon,anger
antagonismo,anger
anticip,joy
prever,joy
anticipación,joy
ansioso,fear
ansiosamente,fear
espantar,fear
espantar,fear
appreci,joy
apreciado,joy
apprehens,fear
aprensión,fear
aprensivo,fear
aprensión,fear
aprensión,fear
approb,joy
aprobativo,joy
approbatori,joy
aprobatorio,joy
approv,joy
aprobación,joy
aprobar,joy
aprobado,joy
aprobatorio,joy
ardor,joy
ardor,joy
Astoni,surprise
espantó,surprise
asombrar,surprise
asombrado,surprise
asombroso,surprise
asombrosamente,surprise
asombro,surprise
asombrar,surprise
asombrado,surprise
asombroso,surprise
atroci,fear
atroz,fear
adjuntar,joy
adjunto archivo,joy
attrit,sadness
desgaste,sadness
avarici,anger
avaro,anger
ávido,joy
avidez,joy
avidez,joy
aw,fear
aw,surprise
temor,surprise
sobrecogido,surprise
admiración reverente frente,surprise
atemorizado,surprise
horrible,fear
horrible,surprise
muy,fear
malo,sadness
mala sangre,anger
bad_temp,anger
mal carácter,anger
baffl,anger
baffl,surprise
deflector,surprise
desconcertado,anger
obstáculo,anger
resistido,anger
explosión,joy
bromear,joy
barraca,joy
intento,fear
encogidamente,fear
be_on_cloud_nin,joy
be_on_cloud_nine,joy
haz,joy
radiante,joy
golpear,surprise
becharm,joy
molestar,anger
begrudg,anger
envidiar,anger
begrudging,anger
beguil,joy
engañar,joy
engañado,joy
belliger,anger
beligerancia,anger
beligerancia,anger
beligerante,anger
beligerante,anger
pertenecer a,joy
pertenencia,joy
benef,joy
benéfico,joy
Beneficiados,joy
beneficencia,joy
benéfico,joy
benefici,joy
beneficiosamente,joy
Benevol,joy
benevolencia,joy
benévolo,joy
benévolamente,joy
bereav,sadness
afligido,sadness
privado,sadness
embriagar,surprise
se Salvaje,surprise
confundir,surprise
hechizar,joy
fascinante,joy
amargo,anger
amargura,anger
Blith,joy
alegremente,joy
blitheness,joy
azul,sadness
blue_devil,sadness
blue_devils,sadness
presagiar,fear
presentimiento,fear
bonheur,joy
aburrir,sadness
aburrido,sadness
molestia,anger
bothersom,anger
molesto,anger
con el corazón roto,sadness
quebranto,sadness
cría,anger
hermano,joy
fraternidad,joy
brotherlik,joy
brotherlike,joy
fraternal,joy
intimidado,fear
bulli,fear
intimidado,fear
buoyanc,joy
flotabilidad,joy
calf_lov,joy
calf_love,joy
CAPTIV,joy
cautivar,joy
cautivado,joy
cautivador,joy
encanto,joy
CAPTUR,joy
capturar,joy
cuidado,joy
carefre,joy
despreocupado,joy
despreocupación,joy
cuidado,joy
echar abajo,sadness
captura,joy
rozar,anger
paja,joy
charg,joy
cargar,joy
charit,joy
caritativo,joy
encanto,joy
Encantado,joy
animar,joy
Animo,joy
alegre,joy
alegremente,joy
alegría,joy
cheeri,joy
aplausos,joy
triste,sadness
abate desconsolada,sadness
cheerlessness,sadness
alegre,joy
frío,fear
escalofriante,fear
chirk_up,joy
hiel,anger
colérico,anger
churn_up,disgust
class_feel,anger
class_feeling,anger
acantilado-hang,fear
acantilado-hang,joy
acantilado colgante,fear
acantilado colgante,joy
cerca,joy
cercanía,joy
corazón frío,fear
coldheartedness,fear
comodidad,joy
cómodo,joy
confortabilidad,joy
cómodamente,joy
consolador,joy
elogiar,joy
recomendable,joy
compat,joy
compatibilidad,joy
compatible,joy
compatibilidad,joy
complac,joy
complacencia,joy
complacencia,joy
suficiente,joy
compunct,sadness
compunción,sadness
preocupación,joy
congratul,joy
felicitar,joy
consol,joy
consola,joy
constern,fear
consternación,fear
desprecia,anger
contenido,joy
contento,joy
contentamiento,joy
contrit,sadness
contrito,sadness
en tono arrepentido,sadness
contrición,sadness
arrepentimiento,sadness
codiciar,anger
codicioso,anger
codiciosamente,anger
la codicia,anger
vaca,fear
acobardado,fear
acobardarse,fear
gatear,fear
arrastrarse,fear
grima,fear
cring,fear
encogerse,fear
crucifi,anger
crucificar,anger
cruel,fear
cruelli,fear
con crueldad,fear
cruelti,fear
crueldad,fear
aplastar,joy
caspa,anger
oscuro,sadness
guión,fear
acobardar,fear
aturdimiento,surprise
aturdida,surprise
presar,sadness
deleite,joy
Encantado,joy
Demor,sadness
demoralis,sadness
desmoralizante,sadness
desmoralización,sadness
desmoralizar,sadness
desmoralizado,sadness
desmoralizante,sadness
deplor,sadness
deplorable,sadness
deplorablemente,sadness
deprimir,sadness
deprimido,sadness
deprimente,sadness
depresión,sadness
depresivo,sadness
DESOL,sadness
solitario,sadness
soledad,sadness
desesperación,sadness
desesperadamente,sadness
despis,anger
despisal,anger
despreciar,anger
desprecio,anger
despit,anger
odioso,anger
desanimar,sadness
desaliento,sadness
abatimiento,sadness
abatido,sadness
desaliento,sadness
detestar,anger
detestar,disgust
detestable,disgust
detestablemente,disgust
detestación,anger
diablo,anger
devot,joy
dedicado,joy
devoción,joy
devoción,joy
diffid,fear
timidez,fear
tímido,fear
tímidamente,fear
Dingi,sadness
sucio,sadness
terrible,fear
horrible,fear
disconsol,sadness
desconsolado,sadness
desconsuelo,sadness
discourag,anger
discourag,sadness
desanimado,anger
desanimado,sadness
desdén,anger
asco,disgust
disgustado,disgust
disgustado,disgust
disgustful,disgust
asqueroso,disgust
asquerosamente,disgust
desalentar,sadness
descorazonado,sadness
descorazonador,sadness
triste,sadness
consternación,fear
consternación,sadness
desalentar,sadness
desalentado,sadness
desánimo,sadness
desalentador,sadness
displeas,anger
desagradar,anger
disgustado,anger
desagradable,anger
displeasingly,anger
displeasur,anger
disgusto,anger
distast,disgust
desagradable,disgust
desagradablemente,disgust
angustia,sadness
afligido,sadness
limosna,sadness
triste,sadness
tristemente,sadness
dolefulness,sadness
dolor,sadness
doloroso,sadness
dolor,sadness
dolourous,sadness
abajo,sadness
alicaído,sadness
desánimo,sadness
desanimado,sadness
desánimo,sadness
oprimido,sadness
monótono,sadness
pavor,fear
temido,fear
terrible,fear
horrorosamente,fear
triste,sadness
dreari,sadness
triste,sadness
enojo,anger
pasmar,surprise
estupefacto,surprise
dumfound,surprise
dumfounded,surprise
pardo,anger
dysphor,sadness
disforia,sadness
disfórico,sadness
ansioso,joy
ansiosamente,joy
afán,joy
ebulli,joy
exuberante,joy
ebulliently,joy
vivacidad,joy
elat,joy
regocijado,joy
exaltado,joy
elating,joy
elación,joy
envalentonar,joy
emot,joy
emotivo,joy
empático,joy
empathet,joy
empático,joy
empáticamente,joy
empathi,joy
empática,joy
empatía,joy
estar enamorado,joy
enamorado,joy
enamoredness,joy
estar enamorado,joy
encantar,joy
encantador,joy
encantamiento,joy
hacerse querer por,joy
cariñosamente,joy
enfuri,anger
enfuriate,anger
disfrutar,joy
enmiti,anger
enemistad,anger
enrag,anger
enfurecido,anger
enragement,anger
cautivar,joy
cautivados,joy
fascinante,joy
embeleso,joy
entusiasmo,joy
entusiasta,joy
entusiasta,joy
con entusiasmo,joy
clá,joy
Entrada,joy
trance,joy
fascinante,joy
ENVI,anger
enviabl,anger
envidiable,anger
envidiablemente,anger
envidioso,anger
envidia,anger
envidia,anger
envidia,anger
estima,joy
Euphor,joy
Euphori,joy
euforia,joy
euforizante,joy
eufórica,joy
mal,anger
exacerb,anger
exacerbar,anger
exaltar,joy
exasper,anger
exasperar,anger
irritante,anger
exasperación,anger
Excit,joy
emoción,joy
emocionante,joy
execr,anger
execr,sadness
execrable,sadness
execrar,anger
execración,anger
exhilar,joy
regocijar,joy
regocijado,joy
estimulante,joy
regocijo,joy
exhortar,joy
expans,joy
expansivamente,joy
esperar,joy
expectativa,joy
exuberancia,joy
exuberancia,joy
exuberante,joy
exuberantemente,joy
exultar,joy
jubiloso,joy
exultante,joy
exultación,joy
exultante,joy
exultante,joy
fanci,joy
lujoso,joy
fantast,surprise
fantástico,surprise
fascin,joy
fascinar,joy
fascinante,joy
fascinación,joy
favor,joy
favorable,joy
favorablemente,joy
favor,joy
favorable,joy
favorablemente,joy
adular,fear
miedo,fear
temeroso,fear
con miedo,fear
espanto,fear
fearsom,fear
temible,fear
harto,disgust
feeling_of_ident,joy
feeling_of_identity,joy
fellow_feel,joy
simpatía,joy
festivo,joy
festiv,joy
festivo,joy
ajuste,anger
asombrar,surprise
asombrado,surprise
desconcertar por,surprise
enjuagar,joy
aficionado,joy
fond_regard,joy
afectuosamente,joy
cariño,joy
forebod,fear
presentimiento,fear
abandonado,sadness
tristemente,sadness
desamparo,sadness
falta,disgust
Fratern,joy
fraternal,joy
amigo,joy
friendli,joy
amabilidad,joy
amistoso,joy
susto,fear
asustar,fear
frighten_away,fear
espantar,fear
asustado,fear
aterrador,fear
pavorosamente,fear
espantoso,fear
frustrat,anger
frustrar,anger
frustrado,anger
frustrante,anger
frustración,anger
cumplir,joy
cumplir,joy
cumplimiento,joy
cumplimiento,joy
Furi,anger
furioso,anger
furiosamente,anger
furia,anger
gaieti,joy
alegría,joy
gala,joy
hiel,anger
mortificante,anger
homosexual,joy
gayli,joy
alegremente,joy
obtener,surprise
llegar a,anger
bajar,sadness
llegar a,anger
giving_protect,joy
giving_protection,joy
alegre,joy
alegrar,joy
alegrado,joy
gladfulness,joy
alegría,joy
gladsom,joy
gozoso,joy
gladsomeness,joy
alegría,joy
jubiloso,joy
gleefulli,joy
alegremente,joy
gleefulness,joy
relamerse,joy
regodeo,joy
gloatingly,joy
oscuridad,sadness
gloomful,sadness
gloomi,sadness
gloomili,sadness
tristemente,sadness
oscuridad,sadness
glooming,sadness
melancólico,sadness
sombrío,sadness
dejado de la mano de dios,sadness
bien,joy
good_wil,joy
buena voluntad,joy
goodwil,joy
buena voluntad,joy
grabbi,anger
grabby,anger
agarrar,anger
avaro,anger
gratifi,joy
satisfacer,joy
gratificante,joy
gratificantemente,joy
grava,anger
grava,surprise
estupendo,joy
greedi,anger
codicioso,anger
verde-ey,anger
de ojos verdes,anger
verde-eyed_monst,anger
monstruo de ojos verdes,anger
dolor,sadness
-pena afectada,sadness
griev,sadness
grievanc,anger
queja,anger
afligirse,sadness
duelo,sadness
grave,sadness
crasamente,sadness
severo,sadness
"Grizzly,",anger
gimotear,anger
arrastrarse,fear
grudg,anger
escatimar,anger
avaro,anger
culpa,sadness
guilt_feel,sadness
guilt_feelings,sadness
sentimiento de culpa,sadness
guilti,sadness
culpable,sadness
guilty_consci,sadness
conciencia culpable,sadness
entusiasmo,joy
Hackl,anger
collar,anger
avergonzado,fear
avergonzado,sadness
desventurado,sadness
happi,joy
happili,joy
felizmente,joy
felicidad,joy
contento,joy
acosar,anger
acosar,sadness
acosados,anger
acoso,anger
corazón duro,fear
duro de corazón,fear
dureza de corazón,fear
Harri,anger
acosado,anger
odio,anger
odioso,anger
odiosamente,anger
hatr,anger
odio,anger
corazón,joy
heartach,sadness
angustia,sadness
desamor,sadness
angustioso,sadness
acidez,anger
envidia,anger
animar,joy
cruel,fear
cruelmente,fear
crueldad,fear
heartrend,sadness
desgarrador,sadness
dolorido,sadness
heartsickness,sadness
heavyheart,sadness
corazón pesado,sadness
heavyheartedness,sadness
indefenso,sadness
impotencia,sadness
hero_worship,joy
hesit,fear
vacilación,fear
vacilación,fear
titubeantemente,fear
con vacilación,fear
horrible,disgust
horrible,fear
feamente,fear
high_dudgeon,anger
high_spirit,joy
optimismo,joy
alto espíritu,joy
alegre,joy
hiliar,joy
Hilari,joy
divertidísimo,joy
hilarantemente,joy
hilaridad,joy
horrend,fear
horrendo,fear
horribl,fear
horrible,fear
terriblemente,fear
horrible,fear
horridly,fear
horrif,fear
horrifi,fear
horrendo,fear
horrorizada,fear
horrorizar,fear
horripilante,fear
horrorosamente,fear
horror,disgust
horror,fear
horror afectada,fear
horrorizada,fear
hostil,anger
hostil,anger
hostilmente,anger
hostilidad,anger
aullido,surprise
clamoroso,surprise
huffi,anger
huffili,anger
huffily,anger
huffiness,anger
resollar,anger
huffishness,anger
enfadado,anger
hyster,fear
histeria,fear
histérico,fear
histéricamente,fear
identif,joy
identifi,joy
identificación,joy
identificar,joy
ill_temp,anger
ill_temper,anger
ill_wil,anger
enfermaré,anger
impresionar,joy
en el temor de,surprise
Incienso,anger
incienso,anger
indignado,anger
indign,anger
indignado,anger
con indignación,anger
indignación,anger
infatu,joy
infatuación,joy
infuri,anger
enfurecer,anger
enfurecido,anger
exasperante,anger
infuriation,anger
insouci,joy
despreocupación,joy
inspir,joy
inspirar,joy
interesar,joy
intimaci,joy
intimidad,joy
intimid,fear
intimidar,fear
intimidados,fear
intimidación,fear
intox,joy
intoxicar,joy
irasc,anger
irascibilidad,anger
irascible,anger
ira,anger
Irrit,anger
irritar,anger
irritado,anger
irritante,anger
irritación,anger
celoso,anger
jealousi,anger
celosamente,anger
celos,anger
jocoso,joy
jocosidad,joy
jocundo,joy
jocundidad,joy
Jolli,joy
jolliti,joy
jovialidad,joy
alegre,joy
jolly_along,joy
jolly_up,joy
jovial,joy
jovialidad,joy
alegría,joy
alegre,joy
alegremente,joy
alegría,joy
triste,sadness
triste,sadness
falta de alegría,sadness
jubiloso,joy
gozosamente,joy
alegría,joy
Jubil,joy
júbilo,joy
jubilancy,joy
jubiloso,joy
jubilosamente,joy
jubilar,joy
jubilación,joy
saltar de alegría,joy
afilado,joy
agudeza,joy
patada,joy
niño,joy
amable,joy
Corazón amable,joy
de buen corazón,joy
bonhomía,joy
amablemente,joy
lachrymos,sadness
lacrimoso,sadness
cargado,sadness
lamento,sadness
lamentablemente,sadness
laudabl,joy
laudablemente,joy
levanta,joy
alegre,joy
lightheartedness,joy
lightsom,joy
lightsomeness,joy
likabl,joy
agradable,joy
como,joy
likeabl,joy
simpático,joy
gusto,joy
vivir con arreglo a,joy
lívido,anger
lividez,anger
lívido,anger
poco dispuesto,anger
poco dispuesto,disgust
detestar,anger
aversión,anger
loathly,disgust
Loathsom,disgust
repugnante,disgust
loneli,sadness
soledad,sadness
largo fac,sadness
de cara larga,sadness
buscar,joy
mirar hacia,joy
admirar a alguien,joy
lorn,sadness
amor,joy
lovesom,joy
lovesome,joy
amoroso,joy
cariñosamente,joy
amorosidad,joy
bajo,sadness
bajo el espíritu,sadness
malhumorado,sadness
humor malo,sadness
Loyalti,joy
lealtad,joy
enojado,anger
enloquecer,anger
enloquecido,anger
enloquecedor,anger
Locura,anger
malef,anger
maléfico,anger
maleficencia,anger
malevol,anger
malevolencia,anger
malévolo,anger
con malevolencia,anger
málico,anger
malicia,anger
Malici,anger
malicioso,anger
con malevolencia,anger
malicia,anger
maligno,anger
malignidad,anger
maravilla,surprise
maravillosamente,surprise
maravilloso,surprise
maravillosamente,surprise
Melanchol,sadness
melancholi,sadness
melancólico,sadness
melancolía,sadness
despiadado,fear
inclemencia,fear
Merri,joy
merrili,joy
alegremente,joy
alegría,joy
alegre,joy
alegría,joy
alegre,joy
mirthfully,joy
mirthfulness,joy
Misanthrop,anger
misanthropi,anger
misantrópico,anger
misántropo,anger
misantropía,anger
avaro,sadness
miserable,sadness
tristemente,sadness
miseri,sadness
miseria,sadness
misfortun,sadness
misfortunate,sadness
misocainea,anger
misogami,anger
misogamia,anger
misogyn,anger
misogyni,anger
Misogynic,anger
misoginia,anger
misoginia,anger
misolog,anger
misología,anger
mison,anger
misoneísmo,anger
misopedia,anger
monstruoso,fear
monstruosamente,fear
llorar,sadness
triste,sadness
tristemente,sadness
mournfulness,sadness
luto,sadness
movimiento,joy
asesinato,anger
criminalmente,anger
asesina,anger
mystifi,surprise
mistificar,surprise
soplón,anger
náusea,disgust
nauseat,disgust
repugnar,disgust
náuseas,disgust
nauseabundo,disgust
nauseabundo,disgust
cerca,joy
Nettl,anger
ortiga,anger
irritado,anger
nettlesom,anger
nettlesome,anger
cerca,joy
noisom,disgust
maloliente,disgust
confundir,surprise
obscen,disgust
obsceno,disgust
Occupi,joy
ocupar,joy
odioso,disgust
odiosamente,disgust
odio,anger
ofender,anger
Offens,anger
Offens,disgust
ofensa,anger
ofensiva,disgust
offering_protect,joy
offering_protection,joy
oprimir,anger
oprimir,sadness
oprimidos,sadness
opresión,sadness
opresivo,sadness
opresivamente,sadness
atmósfera onerosa,sadness
outrag,anger
outrag,fear
escándalo,anger
indignados,anger
indignante,fear
overjeal,anger
overjealous,anger
féretro,fear
pánico,fear
ataque de pánico,fear
preso de pánico,fear
preso de pánico,fear
panick,fear
pánico,fear
panicki,fear
lleno de pánico,fear
parcial,joy
parcialidad,joy
pathet,sadness
patético,sadness
Peev,anger
furioso,anger
penanc,sadness
penitencia,sadness
inclinación,joy
Penit,sadness
penitencia,sadness
penitente,sadness
penitenti,sadness
penitentially,sadness
penitentemente,sadness
animar,joy
Perki,joy
frescura,joy
dejar perplejo,surprise
persecut,anger
persecut,sadness
perseguir,anger
perseguir,sadness
perseguidos,sadness
peski,anger
molesto,anger
molestar,anger
pestered,anger
pestering,anger
pestifer,anger
pestífero,anger
recoger,joy
Piqué,anger
piqué,anger
mear,anger
ajumado,anger
lastimoso,sadness
piti,sadness
pitiabl,sadness
lamentable,sadness
lamentable,sadness
despiadado,fear
impiedad,fear
de lástima,sadness
latoso,anger
molesto,anger
plaintiv,sadness
lastimero,sadness
lastimeramente,sadness
tono lastimero,sadness
súplicas,joy
satisfecho,joy
agradable,joy
pobre,sadness
abadejo,anger
praiseworthili,joy
laudablemente,joy
predilecto,joy
predilección,joy
arreglarse,joy
preferir,joy
preferencia,joy
prensil,anger
prensil,anger
premonit,fear
premonición,fear
presag,fear
presagio,fear
Presenti,fear
presentimiento,fear
orgullo,joy
orgulloso,joy
proteger,joy
protector,joy
protectora,joy
protectora,joy
orgulloso,joy
con orgullo,joy
provok,anger
provocado,anger
puppy_lov,joy
Amor de cachorros,joy
puzzl,surprise
rompecabezas,surprise
queasi,disgust
mareado,disgust
quick_temp,anger
quick_temper,anger
trapo,anger
rabia,anger
rencor,anger
rencor,anger
compenetración,joy
rattl,surprise
muy,surprise
disfrutar de una bebida,joy
recrear,joy
considerar,joy
lamentar,sadness
arrepentido,sadness
rejoic,joy
alegrarse,joy
alegría,joy
saborear,joy
remors,sadness
remordimiento,sadness
arrepentido,sadness
remordimiento,sadness
repeler,disgust
repelente,disgust
repelente,disgust
arrepentirse,sadness
arrepentimiento,sadness
arrepentido,sadness
arrepentido,sadness
repugn,disgust
repugnancia,disgust
repugnante,disgust
repuls,disgust
rechazar,disgust
repulsión,disgust
repulsivo,disgust
repulsivo,disgust
resentirse de,anger
resentido,anger
con resentimiento,anger
resentimiento,anger
el respeto,joy
jaranear,joy
Reveng,anger
vengativamente,anger
revuelta,disgust
repugnante,disgust
asquerosamente,disgust
revuls,disgust
repugnancia,disgust
sacar de quicio,anger
irritado,anger
desenfrenado,joy
riotously,joy
enturbiar,anger
roiled,anger
Romant,joy
romántico,joy
ruda,sadness
triste,sadness
ruefulli,sadness
tristemente,sadness
ruefulness,sadness
prisa,joy
piedad,sadness
ruthfulness,sadness
implacable,fear
crueldad,fear
triste,sadness
entristecer,sadness
triste,sadness
tristemente,sadness
tristeza,sadness
satiabl,joy
saciable,joy
satisfact,joy
satisfacción,joy
satisfactori,joy
satisfactorili,joy
satisfactoriamente,joy
satisfactorio,joy
satisfi,joy
satisfiable,joy
satisfecho,joy
satisfacer,joy
satisfactorio,joy
satisfactoriamente,joy
susto,fear
espantar,fear
espantar,fear
asustado,fear
espantoso,fear
scari,fear
scarili,fear
aterradoramente,fear
aterrador,fear
escena,anger
schadenfreud,joy
schadenfreude,joy
Puntuación,anger
desdén,anger
gritar,joy
gritando,joy
vidente,anger
ver rojo,anger
auto-complac,joy
autocomplacencia,joy
auto-desconfianza,fear
la duda,fear
auto-piti,sadness
autocompasión,sadness
remordimiento,sadness
auto-satisfact,joy
satisfacción de sí mismo,joy
auto-satisfi,joy
satisfecho de sí mismo,joy
sombra,fear
vergüenza,sadness
avergonzado,sadness
shamefac,sadness
avergonzado,sadness
shi,fear
shiveri,fear
estremecedor,fear
short_temp,anger
mal genio,anger
shudderi,fear
shuddery,fear
tímido,fear
shyli,fear
tímidamente,fear
timidez,fear
enfermos,disgust
cansado de,disgust
enfermar,disgust
nauseabundo,disgust
repugnantemente,disgust
enfermizo,disgust
presumido,joy
presunción,joy
Punto débil,joy
suave ebullición,joy
pasado por agua,joy
Corazón suave,joy
corazón blando,joy
softheartedness,joy
Solac,joy
consuelo,joy
sombrío,sadness
somberness,sadness
verdad,joy
calmar,joy
dolorido,anger
sorri,sadness
dolor,sadness
triste,sadness
tristemente,sadness
sorrowfulness,sadness
doliente,sadness
apenado,sadness
lo siento por,sadness
despecho,anger
malévolo,anger
malevolencia,anger
bazo,anger
miedo escénico,fear
escalonar,surprise
asombroso,surprise
estofado,anger
stimul,joy
estimulante,joy
Huelga,joy
aturdir,surprise
picado,anger
aturdido,surprise
stupefact,surprise
estupefacción,surprise
stupefi,surprise
estupefacto,surprise
dejar estupefacto,surprise
pasmoso,surprise
estúpido,surprise
stupifi,surprise
stupify,surprise
sufrir,sadness
sufrimiento,sadness
estar mohíno,anger
Sulki,anger
sulkiness,anger
malhumorado,anger
sunni,joy
soleado,joy
superbl,surprise
magníficamente,surprise
surpris,surprise
sorpresa,surprise
sorprendido,surprise
surprisedly,surprise
sorprendente,surprise
asombrosamente,surprise
suspens,fear
suspens,joy
suspenso,fear
suspenso,joy
suspense,fear
suspense,joy
suspensivo,fear
suspensivo,joy
sympathet,joy
simpático,joy
simpatía,joy
sympathi,joy
simpatía,joy
tantal,anger
atormentar,anger
berrinche,anger
tast,joy
gusto,joy
lágrima,sadness
lloroso,sadness
llanto,sadness
tés,anger
tés,joy
embromado,joy
burlas,anger
templar,anger
oferta,joy
sensibilidad,joy
terribl,fear
terrible,fear
terrif,surprise
terrifi,fear
estupendo,surprise
terriblemente,surprise
aterrorizado,fear
terror,fear
the_green-eyed_monst,anger
the_green-eyed_monster,anger
thirstili,joy
sediento,joy
emoción,joy
atónito,surprise
tickl,joy
cosquillas,joy
tímido,fear
timidez,fear
encogidamente,fear
timidez,fear
timor,fear
timorato,fear
tímidamente,fear
timidez,fear
cansado de,disgust
titil,joy
excitar,joy
excitado,joy
titillating,joy
excitación,joy
togeth de,joy
unión,joy
cima,surprise
toppingly,surprise
tormento,anger
tranc,joy
trance,joy
tremend,surprise
tremendo,surprise
trepid,fear
miedo,fear
trepidly,fear
triunfo,joy
triunfal,joy
triunfante,joy
triunfantemente,joy
trounc,surprise
derrotar a,surprise
apagalo,disgust
tyrann,sadness
tiránico,sadness
tiránico,sadness
ugli,fear
feo,fear
umbrag,anger
resentimiento,anger
de resentimiento,anger
unassert,fear
asertivo,fear
unassertively,fear
falta de asertividad,fear
uncheer,sadness
uncheerful,sadness
uncheerfulness,sadness
uneasili,fear
inquieto,fear
unhappi,sadness
infelicidad,sadness
infeliz,sadness
cruel,fear
Unsur,fear
inseguro,fear
unworri,joy
despreocupado,joy
edificación,joy
uproari,joy
estruendoso,joy
a carcajadas,joy
urg,joy
impulso,joy
animar,joy
Veng,anger
vengativamente,anger
venganza,anger
veneno,anger
vejar,anger
vexat,anger
vexati,anger
vejación,anger
vejatorio,anger
enfadado,anger
irritante,anger
vil,disgust
vindict,anger
vengativo,anger
vengativamente,anger
espíritu de venganza,anger
caminar en el aire,joy
revolcarse por,joy
calentar,joy
Corazón cálido,joy
afectuosa,joy
warmheartedness,joy
calor,joy
pie de guerra,anger
débiles,joy
debilidad,joy
llorar,sadness
weepi,sadness
llanto,sadness
llanto,sadness
peso,sadness
Weltschmerz,sadness
mecha,disgust
malvados,disgust
with_empathi,joy
with_empathy,joy
with_happi,joy
con felicidad,joy
with_hostil,anger
with_hostility,anger
with_prid,joy
con orgullo,joy
with_sympathi,joy
con simpatía,joy
aflicción,sadness
woebegon,sadness
desconsolado,sadness
lamentable,sadness
woefulli,sadness
deplorablemente,sadness
woefulness,sadness
preguntarse,surprise
maravilloso,surprise
maravillosamente,surprise
admiración,surprise
maravilloso,surprise
maravillosamente,surprise
mundo weari,sadness
hastío,sadness
cansado del mundo,sadness
worri,joy
preocupación,joy
rendir culto,joy
honorable,joy
ira,anger
colérico,anger
wrathfully,anger
desgraciado,sadness
miserable,sadness
iracundo,anger
wrothful,anger
Yucki,disgust
asqueroso,disgust
celo,joy
celoso,joy
ánimo,joy
zestfulness,joy