abandon,strongsubj,negative
aberr,strongsubj,negative
abomin,strongsubj,negative
aborrec,strongsubj,negative
abrum,weaksubj,negative
absurd,strongsubj,negative
abuch,strongsubj,negative
aburr,strongsubj,negative
aburr,strongsubj,negative
abus,strongsubj,negative
acces,strongsubj,positive
acech,strongsubj,negative
aclar,strongsubj,positive
acos,strongsubj,negative
activ,weaksubj,positive
acus,strongsubj,negative
adapt,weaksubj,positive
adecu,weaksubj,negative
adict,weaksubj,negative
admir,strongsubj,positive
ador,strongsubj,positive
adversari,strongsubj,negative
advertent,weaksubj,negative
afect,strongsubj,positive
afin,strongsubj,positive
afortun,strongsubj,positive
agon,strongsubj,negative
agot,strongsubj,negative
agot,strongsubj,negative
agraci,strongsubj,positive
agrad,strongsubj,positive
agradec,strongsubj,positive
agresion,strongsubj,negative
aguafiest,strongsubj,negative
aleg,strongsubj,negative
alent,strongsubj,positive
alfabetiz,weaksubj,positive
alivi,strongsubj,positive
altaner,strongsubj,negative
amabl,strongsubj,positive
amad,strongsubj,positive
amarg,strongsubj,negative
ambici,weaksubj,positive
ambigu,strongsubj,negative
amen,strongsubj,positive
amenaz,weaksubj,negative
amist,strongsubj,positive
amor,strongsubj,positive
andraj,strongsubj,negative
angel,weaksubj,positive
angusti,strongsubj,negative
anim,strongsubj,positive
anticu,weaksubj,negative
apasion,strongsubj,positive
apat,strongsubj,negative
apen,weaksubj,negative
aport,weaksubj,positive
apreci,strongsubj,positive
aprend,strongsubj,positive
aprendizaj,strongsubj,positive
aprob,weaksubj,positive
apropi,weaksubj,positive
apto,strongsubj,positive
ardu,strongsubj,positive
arrepent,weaksubj,positive
arrog,strongsubj,negative
asco,strongsubj,negative
asegur,weaksubj,positive
asesor,strongsubj,positive
asist,weaksubj,positive
asquer,strongsubj,negative
astut,strongsubj,positive
atent,strongsubj,positive
atorment,weaksubj,negative
atract,strongsubj,positive
atras,strongsubj,negative
atras,strongsubj,negative
atras,strongsubj,negative
atrev,weaksubj,negative
aturd,weaksubj,negative
audaz,strongsubj,positive
ausent,strongsubj,negative
autoritari,weaksubj,negative
autosuficient,weaksubj,positive
avanz,strongsubj,positive
avergonz,strongsubj,negative
ayud,strongsubj,positive
babos,strongsubj,negative
barbar,weaksubj,negative
bastard,strongsubj,negative
basur,strongsubj,negative
benefici,strongsubj,positive
berrinch,strongsubj,negative
bien,weaksubj,positive
bienest,strongsubj,positive
bipol,strongsubj,negative
blasfemi,strongsubj,negative
bob,strongsubj,negative
bondad,strongsubj,positive
bonit,strongsubj,positive
borrach,strongsubj,negative
bostez,strongsubj,negative
brillant,strongsubj,positive
brind,strongsubj,positive
brom,strongsubj,negative
brom,strongsubj,negative
brusc,strongsubj,negative
brutal,strongsubj,negative
buen,strongsubj,positive
burl,strongsubj,negative
caballer,strongsubj,positive
calam,strongsubj,negative
calid,strongsubj,positive
calific,strongsubj,positive
calm,weaksubj,positive
calumni,strongsubj,negative
camar,weaksubj,positive
campeon,strongsubj,positive
canall,strongsubj,negative
cans,strongsubj,negative
caos,strongsubj,negative
caotic,strongsubj,negative
capac,weaksubj,positive
capaz,weaksubj,positive
caprich,strongsubj,negative
carent,strongsubj,negative
carg,weaksubj,negative
cariñ,weaksubj,positive
carism,strongsubj,positive
castig,strongsubj,negative
catastrof,strongsubj,negative
cautel,weaksubj,negative
cautiv,strongsubj,positive
ced,weaksubj,positive
censur,strongsubj,negative
centr,strongsubj,positive
chantaj,strongsubj,negative
chifl,strongsubj,negative
chismos,strongsubj,negative
chocant,strongsubj,negative
cinic,strongsubj,negative
clar,strongsubj,positive
clarid,strongsubj,positive
cobard,strongsubj,negative
coherent,strongsubj,positive
comic,weaksubj,negative
comod,weaksubj,positive
compadec,strongsubj,positive
compasion,strongsubj,positive
compens,weaksubj,positive
competent,strongsubj,positive
competit,strongsubj,positive
complac,strongsubj,negative
complej,weaksubj,negative
complement,weaksubj,positive
complic,weaksubj,negative
comprend,weaksubj,positive
compromis,weaksubj,positive
concili,strongsubj,positive
concis,strongsubj,positive
conden,strongsubj,negative
conferent,weaksubj,positive
confes,weaksubj,positive
confi,strongsubj,positive
confianz,strongsubj,positive
confident,strongsubj,positive
configur,weaksubj,positive
conflict,strongsubj,negative
confront,strongsubj,negative
confund,strongsubj,negative
confusion,strongsubj,negative
conmocion,strongsubj,negative
conmovedor,strongsubj,positive
conoc,weaksubj,positive
conquist,weaksubj,positive
conscient,strongsubj,positive
consent,strongsubj,positive
consider,weaksubj,positive
consistent,weaksubj,positive
conspir,strongsubj,negative
constant,strongsubj,positive
constern,strongsubj,negative
construct,weaksubj,positive
consuel,strongsubj,positive
consum,weaksubj,negative
cont,weaksubj,positive
contagi,weaksubj,negative
contamin,strongsubj,negative
conten,weaksubj,positive
content,strongsubj,positive
continu,weaksubj,positive
contr,weaksubj,negative
contradec,strongsubj,negative
contraproducent,strongsubj,negative
contrari,strongsubj,negative
contribucion,strongsubj,positive
control,weaksubj,positive
controversi,weaksubj,negative
conven,weaksubj,positive
convenc,weaksubj,positive
convenient,weaksubj,positive
conviccion,strongsubj,positive
convincent,weaksubj,positive
cooper,weaksubj,positive
copi,strongsubj,negative
coquet,strongsubj,negative
cordial,weaksubj,positive
cordur,strongsubj,positive
correct,strongsubj,positive
correg,strongsubj,positive
corromp,strongsubj,negative
corrupcion,strongsubj,negative
corrupt,strongsubj,negative
cort,weaksubj,negative
cortej,strongsubj,negative
cortes,strongsubj,positive
costos,weaksubj,negative
cotidian,weaksubj,positive
cre,weaksubj,positive
creativ,strongsubj,positive
crecient,weaksubj,positive
credul,strongsubj,negative
creenci,weaksubj,positive
creibl,weaksubj,positive
crisis,strongsubj,negative
critic,strongsubj,negative
cronic,weaksubj,negative
cruel,strongsubj,negative
cuestion,strongsubj,negative
cuid,weaksubj,positive
culp,strongsubj,negative
cumpl,weaksubj,positive
curios,weaksubj,positive
cursi,strongsubj,negative
dañ,strongsubj,negative
deb,strongsubj,negative
deb,strongsubj,negative
deberi,strongsubj,negative
debil,strongsubj,negative
decaid,strongsubj,negative
decent,weaksubj,positive
decepcion,strongsubj,negative
decision,weaksubj,positive
declin,weaksubj,negative
decrec,weaksubj,negative
decrepit,strongsubj,negative
dedic,strongsubj,positive
defect,strongsubj,negative
defend,strongsubj,positive
deficient,strongsubj,negative
defin,weaksubj,positive
definit,weaksubj,positive
deform,weaksubj,negative
defraud,strongsubj,negative
degener,strongsubj,negative
degrad,strongsubj,negative
dej,weaksubj,negative
deleit,strongsubj,positive
delic,weaksubj,negative
delincuent,strongsubj,negative
deliri,strongsubj,negative
delit,strongsubj,negative
demacr,strongsubj,negative
dement,strongsubj,negative
demoniac,strongsubj,negative
demostr,strongsubj,negative
demuestr,strongsubj,positive
denigr,strongsubj,negative
deplor,strongsubj,negative
deprav,strongsubj,negative
deprim,strongsubj,negative
derech,weaksubj,positive
des,strongsubj,positive
desacredit,strongsubj,negative
desacuerd,strongsubj,negative
desafect,strongsubj,negative
desafi,strongsubj,negative
desafortun,strongsubj,negative
desagrad,strongsubj,negative
desahog,weaksubj,negative
desair,strongsubj,negative
desalent,strongsubj,negative
desalm,strongsubj,negative
desampar,strongsubj,negative
desanim,strongsubj,negative
desanim,strongsubj,negative
desaparec,weaksubj,negative
desaprob,strongsubj,negative
desarm,weaksubj,negative
desarroll,strongsubj,positive
desastr,strongsubj,negative
desatin,strongsubj,negative
desautoriz,strongsubj,negative
descabell,strongsubj,negative
descans,weaksubj,negative
descar,strongsubj,negative
descompon,weaksubj,negative
desconcert,weaksubj,negative
desconfi,strongsubj,negative
desconoc,strongsubj,negative
desconsider,strongsubj,negative
desconsol,strongsubj,negative
desconsuel,strongsubj,negative
descontent,strongsubj,negative
descorazon,strongsubj,negative
descortes,strongsubj,negative
descu,strongsubj,negative
desdeñ,strongsubj,negative
dese,weaksubj,positive
desempeñ,strongsubj,positive
desenfoqu,weaksubj,negative
desenmarañ,weaksubj,positive
desercion,strongsubj,negative
desesper,strongsubj,negative
desestabiliz,strongsubj,negative
desfachatez,strongsubj,negative
desfallec,strongsubj,negative
desfavorec,strongsubj,negative
desgast,weaksubj,negative
desgraci,strongsubj,negative
deshac,weaksubj,negative
deshech,weaksubj,negative
deshiz,weaksubj,negative
deshonest,strongsubj,negative
deshonr,strongsubj,negative
deshumaniz,strongsubj,negative
desigual,strongsubj,negative
desilusion,strongsubj,negative
desinform,strongsubj,negative
desintegr,weaksubj,negative
desinteres,strongsubj,negative
desleal,strongsubj,negative
desliz,weaksubj,negative
deslumbr,strongsubj,positive
deslumbr,strongsubj,positive
desmay,weaksubj,negative
desment,strongsubj,negative
desmoron,strongsubj,negative
desmot,strongsubj,negative
desobedec,strongsubj,negative
desol,strongsubj,negative
desord,strongsubj,negative
desorganiz,strongsubj,negative
desorient,strongsubj,negative
despaci,weaksubj,negative
despect,strongsubj,negative
desperdici,strongsubj,negative
desperfect,weaksubj,negative
despert,weaksubj,positive
despiad,strongsubj,negative
despilfarr,strongsubj,negative
desplaz,weaksubj,negative
despoj,strongsubj,negative
despot,strongsubj,negative
despotric,strongsubj,negative
despreci,strongsubj,negative
despreocup,weaksubj,negative
despreven,weaksubj,negative
desproporcion,weaksubj,negative
desprovist,strongsubj,negative
destac,strongsubj,positive
destartal,strongsubj,negative
destell,weaksubj,positive
destin,weaksubj,positive
destrez,strongsubj,positive
destru,strongsubj,negative
destruct,strongsubj,negative
desunion,strongsubj,negative
desval,strongsubj,positive
desvanec,weaksubj,negative
desvari,strongsubj,negative
desventaj,strongsubj,negative
desvergüenz,strongsubj,negative
desvergonz,strongsubj,negative
desvi,strongsubj,negative
deterior,strongsubj,negative
determin,strongsubj,positive
detest,strongsubj,negative
devast,strongsubj,negative
devocion,weaksubj,positive
diabl,strongsubj,negative
diablur,strongsubj,negative
diabol,strongsubj,negative
dichos,strongsubj,positive
dictador,strongsubj,negative
didact,weaksubj,positive
dif­icil,strongsubj,negative
difam,strongsubj,negative
difer,weaksubj,negative
diferent,weaksubj,positive
dificult,strongsubj,negative
dign,strongsubj,positive
dignid,strongsubj,positive
dignific,strongsubj,positive
dilem,weaksubj,negative
diligent,weaksubj,positive
diminut,weaksubj,negative
dinam,weaksubj,positive
diplomat,weaksubj,positive
discapacit,weaksubj,negative
disciplin,strongsubj,positive
discordi,strongsubj,negative
discrecion,strongsubj,positive
discret,strongsubj,positive
discrimin,strongsubj,negative
discut,weaksubj,negative
disfrut,strongsubj,positive
disgust,strongsubj,negative
disimul,weaksubj,negative
disminu,weaksubj,negative
disparat,strongsubj,negative
disponbil,strongsubj,positive
disposicion,strongsubj,positive
dispuest,strongsubj,positive
disput,strongsubj,negative
distanci,strongsubj,negative
distincion,strongsubj,positive
distingu,weaksubj,positive
distint,weaksubj,positive
distorsion,strongsubj,negative
distr,strongsubj,negative
distraccion,strongsubj,negative
distraid,strongsubj,negative
disturbi,strongsubj,negative
disuad,strongsubj,negative
divag,strongsubj,negative
diversific,weaksubj,positive
diversion,strongsubj,positive
divert,strongsubj,positive
divid,weaksubj,negative
divin,strongsubj,positive
divis,weaksubj,negative
division,weaksubj,negative
divorci,weaksubj,negative
dobl,weaksubj,negative
docil,strongsubj,positive
dol,strongsubj,negative
dolor,strongsubj,negative
domin,weaksubj,positive
domini,weaksubj,positive
dram,strongsubj,negative
drastic,weaksubj,negative
drog,strongsubj,negative
dud,strongsubj,negative
duel,strongsubj,negative
dulc,weaksubj,positive
dulzur,weaksubj,positive
durabl,weaksubj,positive
durader,weaksubj,positive
educ,strongsubj,positive
efect,strongsubj,positive
eficaci,strongsubj,positive
eficaz,strongsubj,positive
eficient,strongsubj,positive
efus,strongsubj,positive
ego,strongsubj,negative
egocentr,strongsubj,negative
egoist,strongsubj,negative
egolatr,strongsubj,negative
ejempl,strongsubj,positive
ejemplific,strongsubj,positive
eleg,strongsubj,positive
eleg,strongsubj,positive
eleg,weaksubj,positive
elev,weaksubj,positive
elimin,weaksubj,positive
elit,strongsubj,negative
elocuent,strongsubj,positive
elogi,strongsubj,positive
elud,strongsubj,negative
embaraz,weaksubj,negative
embellec,strongsubj,positive
embroll,strongsubj,negative
embrutec,strongsubj,negative
embuster,strongsubj,negative
eminent,strongsubj,positive
emocion,weaksubj,positive
empalag,weaksubj,negative
empat,strongsubj,positive
empat,strongsubj,positive
empeñ,strongsubj,positive
empeor,strongsubj,negative
empequeñec,strongsubj,negative
emprendedor,strongsubj,positive
enan,strongsubj,negative
encant,strongsubj,positive
encoj,strongsubj,negative
endulz,weaksubj,positive
enemig,strongsubj,negative
enemist,strongsubj,negative
energ,strongsubj,positive
energiz,strongsubj,positive
enerv,strongsubj,negative
enfad,strongsubj,negative
enfat,weaksubj,positive
enferm,weaksubj,negative
enferm,weaksubj,negative
enfermed,weaksubj,negative
enfermiz,weaksubj,negative
enfurec,strongsubj,negative
engañ,strongsubj,negative
engatus,strongsubj,negative
engreid,strongsubj,negative
enloquec,strongsubj,negative
enoj,strongsubj,negative
enriquec,strongsubj,positive
enseñ,strongsubj,positive
entend,weaksubj,positive
entreg,weaksubj,positive
entreten,weaksubj,positive
entromet,strongsubj,negative
entusiast,strongsubj,positive
envidi,strongsubj,negative
equit,strongsubj,positive
equivoc,strongsubj,negative
errar,strongsubj,negative
error,strongsubj,negative
escandaliz,strongsubj,negative
escas,weaksubj,negative
esclaviz,strongsubj,negative
escori,strongsubj,negative
escrupul,strongsubj,positive
esencial,weaksubj,positive
esfuerz,strongsubj,positive
esmer,strongsubj,positive
espant,strongsubj,negative
especial,strongsubj,positive
espectacul,strongsubj,positive
esplend,strongsubj,positive
esporad,weaksubj,negative
establ,strongsubj,positive
estaf,strongsubj,negative
estanc,strongsubj,negative
estar,weaksubj,positive
estat,weaksubj,negative
estereotip,weaksubj,negative
estimul,strongsubj,positive
estres,strongsubj,negative
estrict,weaksubj,negative
estrop,strongsubj,negative
estudi,strongsubj,positive
estupend,strongsubj,positive
estupidez,strongsubj,negative
etern,weaksubj,negative
etic,strongsubj,positive
evad,strongsubj,negative
evas,strongsubj,negative
evident,weaksubj,positive
evit,weaksubj,positive
exager,strongsubj,negative
exalt,strongsubj,negative
exced,strongsubj,negative
excelent,strongsubj,positive
excentr,weaksubj,negative
excepcional,strongsubj,positive
exces,strongsubj,negative
exclu,strongsubj,negative
excus,strongsubj,negative
exhaust,weaksubj,positive
exig,strongsubj,positive
exit,strongsubj,positive
exorbit,weaksubj,positive
expert,strongsubj,positive
explicit,weaksubj,positive
explot,weaksubj,negative
expres,weaksubj,positive
expuest,weaksubj,negative
expuls,weaksubj,negative
extend,weaksubj,negative
extorsion,strongsubj,negative
extrañ,weaksubj,negative
extraordinari,strongsubj,positive
extravag,strongsubj,negative
extravi,strongsubj,negative
extrem,weaksubj,negative
extrovert,weaksubj,positive
exuber,strongsubj,positive
fabul,strongsubj,positive
facil,strongsubj,positive
factibl,strongsubj,positive
fall,strongsubj,negative
falt,strongsubj,negative
fanfarron,strongsubj,negative
fantast,strongsubj,positive
fars,strongsubj,negative
fascin,strongsubj,positive
fascin,strongsubj,positive
fastidi,strongsubj,negative
fatal,strongsubj,negative
fatig,strongsubj,negative
favorec,strongsubj,positive
favorit,strongsubj,negative
felicit,strongsubj,positive
feliz,strongsubj,positive
fenomenal,strongsubj,positive
feo,strongsubj,negative
fervor,strongsubj,positive
festiv,weaksubj,positive
fiabl,strongsubj,positive
fiasc,strongsubj,negative
fictici,weaksubj,negative
fidel,strongsubj,positive
fing,strongsubj,negative
firm,strongsubj,positive
floj,weaksubj,negative
flu,weaksubj,positive
fobi,strongsubj,negative
foment,weaksubj,positive
forceje,strongsubj,negative
forj,weaksubj,positive
fortuit,weaksubj,positive
fortun,strongsubj,positive
fracas,strongsubj,negative
fragil,weaksubj,negative
franc,strongsubj,positive
fraudulent,strongsubj,negative
frenet,weaksubj,negative
fri,weaksubj,negative
friament,weaksubj,negative
frivol,strongsubj,negative
fructuos,weaksubj,positive
frustr,strongsubj,negative
fuert,strongsubj,positive
fulmin,strongsubj,negative
funcional,strongsubj,positive
furios,strongsubj,negative
galant,strongsubj,positive
gan,strongsubj,positive
gang,strongsubj,positive
gener,strongsubj,positive
geni,strongsubj,positive
genial,strongsubj,positive
genuin,weaksubj,positive
golp,strongsubj,negative
gord,weaksubj,negative
gracios,weaksubj,negative
grafic,weaksubj,positive
grandios,strongsubj,positive
gratific,strongsubj,positive
grav,strongsubj,negative
groser,strongsubj,negative
gustos,strongsubj,positive
habil,strongsubj,positive
hart,strongsubj,negative
hostil,strongsubj,negative
humild,weaksubj,positive
humill,strongsubj,negative
humor,weaksubj,positive
ideal,strongsubj,positive
imparcial,strongsubj,positive
impart,weaksubj,positive
improvis,weaksubj,negative
imprudent,strongsubj,negative
inacept,strongsubj,negative
inadapt,strongsubj,negative
inadvert,weaksubj,negative
inaguant,strongsubj,negative
inatac,strongsubj,positive
incalcul,strongsubj,positive
incapaz,weaksubj,negative
incaut,strongsubj,negative
inciert,weaksubj,negative
incit,strongsubj,negative
inclus,weaksubj,positive
incomod,strongsubj,negative
incompat,weaksubj,negative
incomplet,weaksubj,negative
incomprens,strongsubj,negative
inconceb,strongsubj,negative
inconclus,weaksubj,negative
incondicional,weaksubj,positive
inconsistenc,strongsubj,negative
inconstitucional,weaksubj,negative
inconvenient,strongsubj,negative
incorrupt,strongsubj,positive
incredul,strongsubj,negative
increibl,strongsubj,negative
incuestion,strongsubj,positive
incumpl,strongsubj,negative
indeb,strongsubj,negative
indecis,weaksubj,negative
indefens,strongsubj,negative
indefin,weaksubj,negative
indes,strongsubj,negative
indestruct,strongsubj,positive
indetermin,weaksubj,negative
indiferent,strongsubj,negative
indigent,strongsubj,negative
indign,strongsubj,negative
indiscret,strongsubj,negative
indiscut,weaksubj,positive
indispens,strongsubj,positive
indispuest,strongsubj,negative
indisput,strongsubj,positive
indistint,weaksubj,negative
individual,weaksubj,positive
indom,strongsubj,positive
indud,strongsubj,positive
ineficaci,strongsubj,negative
ineficient,weaksubj,negative
inelig,weaksubj,negative
inelocuent,strongsubj,negative
inelud,strongsubj,negative
ineptitud,strongsubj,negative
inequ,strongsubj,negative
inequivoc,strongsubj,positive
inerci,weaksubj,negative
inescap,strongsubj,negative
inesencial,strongsubj,negative
inesper,weaksubj,negative
inest,weaksubj,negative
inestim,strongsubj,positive
inevit,strongsubj,negative
inexact,weaksubj,negative
inexcus,strongsubj,negative
inexistent,weaksubj,negative
inexpert,weaksubj,negative
inexplic,strongsubj,negative
infal,strongsubj,positive
infam,strongsubj,negative
infeliz,strongsubj,negative
inferior,strongsubj,negative
infernal,strongsubj,negative
infest,weaksubj,negative
infiltr,weaksubj,negative
inflex,strongsubj,negative
influyent,weaksubj,positive
inform,weaksubj,positive
infortuni,strongsubj,negative
infraccion,weaksubj,negative
infring,strongsubj,negative
infund,strongsubj,negative
ingeni,strongsubj,positive
ingenu,strongsubj,negative
ingobern,strongsubj,negative
ingratitud,strongsubj,negative
inhib,weaksubj,negative
inhuman,strongsubj,negative
inicu,strongsubj,negative
inimagin,strongsubj,negative
injust,strongsubj,negative
inmovil,weaksubj,negative
inmund,strongsubj,negative
innecesari,weaksubj,negative
innov,weaksubj,positive
inocent,weaksubj,positive
inofens,strongsubj,positive
inolvid,strongsubj,positive
inombr,strongsubj,negative
inoportun,strongsubj,negative
inquietud,strongsubj,negative
inquisit,strongsubj,positive
insegur,strongsubj,negative
insens,strongsubj,negative
insensibil,strongsubj,negative
insignif,weaksubj,negative
insincer,strongsubj,negative
insinu,strongsubj,negative
insist,strongsubj,positive
insoci,strongsubj,negative
insolent,strongsubj,negative
insolvent,weaksubj,negative
insoport,strongsubj,negative
insopot,strongsubj,negative
insosten,strongsubj,negative
inspir,strongsubj,positive
instig,strongsubj,negative
insubordin,weaksubj,negative
insuficient,weaksubj,negative
insufr,strongsubj,negative
insult,strongsubj,negative
insuper,weaksubj,negative
integr,strongsubj,positive
intelig,strongsubj,positive
inteligent,strongsubj,positive
intencion,strongsubj,positive
inter,strongsubj,positive
interced,weaksubj,positive
interfer,weaksubj,negative
interrump,weaksubj,negative
intim,strongsubj,positive
intimid,weaksubj,negative
intimid,weaksubj,negative
intoler,strongsubj,negative
intranquil,strongsubj,negative
intransigent,strongsubj,negative
intrat,weaksubj,negative
intrig,strongsubj,negative
intuit,strongsubj,positive
inusual,weaksubj,negative
inutil,strongsubj,negative
invad,weaksubj,negative
invalid,strongsubj,negative
invalu,strongsubj,positive
invenc,strongsubj,positive
inviol,strongsubj,positive
involuntari,weaksubj,negative
ira,strongsubj,negative
iron,strongsubj,negative
irracional,strongsubj,negative
irrazon,strongsubj,negative
irreconcili,strongsubj,negative
irreflexion,strongsubj,negative
irrefut,strongsubj,positive
irregul,weaksubj,negative
irrelev,strongsubj,negative
irreproch,strongsubj,positive
irresist,strongsubj,positive
irrespetu,strongsubj,negative
irrespons,strongsubj,negative
irreverent,strongsubj,negative
irrit,strongsubj,negative
jovial,strongsubj,positive
jubil,strongsubj,positive
juicios,strongsubj,positive
just,strongsubj,positive
labori,strongsubj,positive
lament,strongsubj,negative
lastim,strongsubj,negative
leal,weaksubj,positive
legal,weaksubj,positive
lent,strongsubj,negative
lev,weaksubj,negative
liber,strongsubj,positive
libert,strongsubj,positive
lid,weaksubj,positive
liger,weaksubj,positive
limit,weaksubj,negative
lind,strongsubj,positive
list,strongsubj,positive
llamat,strongsubj,positive
llor,strongsubj,negative
locur,strongsubj,negative
logic,weaksubj,positive
logr,weaksubj,positive
luc,strongsubj,positive
luch,weaksubj,negative
luj,strongsubj,positive
lunat,strongsubj,negative
macabr,strongsubj,negative
machist,strongsubj,negative
madur,weaksubj,positive
magnif,strongsubj,positive
magr,weaksubj,positive
mal,strongsubj,negative
mal,strongsubj,negative
maldit,strongsubj,negative
malentend,strongsubj,negative
malest,strongsubj,negative
malhumor,strongsubj,negative
malisim,strongsubj,negative
malolient,strongsubj,negative
maltrat,weaksubj,negative
malv,strongsubj,negative
manch,weaksubj,negative
mandat,weaksubj,negative
manej,weaksubj,positive
maniac,strongsubj,negative
manipul,weaksubj,negative
maravill,strongsubj,positive
martiri,strongsubj,negative
mejor,weaksubj,positive
melancol,weaksubj,negative
melodramat,strongsubj,negative
memor,strongsubj,positive
menospreci,strongsubj,negative
ment,strongsubj,negative
merec,strongsubj,positive
meticul,weaksubj,positive
miedos,strongsubj,negative
mim,weaksubj,positive
miser,strongsubj,negative
misericordi,strongsubj,positive
misteri,weaksubj,negative
moder,strongsubj,positive
modest,weaksubj,positive
mof,strongsubj,negative
mojigat,strongsubj,negative
molest,strongsubj,negative
monoton,weaksubj,negative
monstruos,strongsubj,negative
moral,strongsubj,positive
mortific,strongsubj,negative
motiv,weaksubj,positive
mugr,strongsubj,negative
nad,weaksubj,negative
neced,strongsubj,negative
necesit,weaksubj,negative
neci,strongsubj,negative
negat,weaksubj,negative
negligent,strongsubj,negative
nervi,weaksubj,negative
neurot,strongsubj,negative
ni,strongsubj,negative
no,strongsubj,negative
nobl,strongsubj,positive
notori,weaksubj,positive
nunc,weaksubj,negative
obedec,strongsubj,positive
oblig,weaksubj,negative
obscen,strongsubj,negative
obsesion,strongsubj,negative
obsolet,weaksubj,negative
obstru,weaksubj,negative
ocup,weaksubj,negative
odios,strongsubj,negative
ofend,strongsubj,negative
olvid,strongsubj,negative
omit,weaksubj,negative
oportun,strongsubj,positive
oposicion,strongsubj,negative
optim,strongsubj,positive
optim,weaksubj,positive
orden,strongsubj,negative
orgull,strongsubj,positive
ostig,strongsubj,negative
peg,weaksubj,negative
peor,strongsubj,negative
perdedor,weaksubj,negative
perez,strongsubj,negative
perfeccion,strongsubj,positive
perjud,strongsubj,negative
perplej,strongsubj,negative
perr,strongsubj,negative
persever,weaksubj,positive
persistent,strongsubj,negative
perspicaz,strongsubj,positive
persuad,strongsubj,positive
pertinent,weaksubj,positive
pervert,strongsubj,negative
pes,strongsubj,negative
pesim,strongsubj,negative
pesim,strongsubj,negative
pierd,strongsubj,negative
plane,strongsubj,positive
pobr,weaksubj,negative
posit,weaksubj,positive
practic,weaksubj,positive
preferent,strongsubj,negative
presum,strongsubj,negative
primeriz,strongsubj,positive
prudent,strongsubj,positive
puntual,weaksubj,positive
quej,strongsubj,negative
rebeld,strongsubj,negative
reclam,weaksubj,positive
reforz,strongsubj,positive
refut,strongsubj,positive
regañ,strongsubj,negative
relaj,strongsubj,negative
rencor,strongsubj,negative
renieg,weaksubj,negative
renov,strongsubj,negative
represal,strongsubj,negative
reproch,strongsubj,negative
repugn,strongsubj,negative
repuls,weaksubj,negative
resent,strongsubj,negative
respetu,strongsubj,positive
respons,strongsubj,positive
resuelv,strongsubj,positive
retras,weaksubj,negative
retroaliment,weaksubj,positive
revolt,strongsubj,negative
ridicul,strongsubj,negative
sab,strongsubj,negative
sarcast,strongsubj,negative
satisfaccion,strongsubj,positive
select,weaksubj,positive
sencill,weaksubj,positive
sensat,strongsubj,positive
sensibl,weaksubj,positive
seri,strongsubj,positive
sermon,strongsubj,negative
silenci,weaksubj,neutral
sobresalient,strongsubj,positive
solidari,strongsubj,positive
soport,strongsubj,positive
suav,weaksubj,negative
subestim,strongsubj,negative
suci,weaksubj,negative
sueñ,weaksubj,negative
suficient,weaksubj,positive
sup,strongsubj,positive
superficial,strongsubj,negative
superior,strongsubj,positive
sutil,weaksubj,positive
tact,strongsubj,positive
talent,strongsubj,positive
tard,strongsubj,negative
tartamude,strongsubj,negative
tedi,strongsubj,negative
tedios,strongsubj,negative
temibl,strongsubj,negative
temor,strongsubj,negative
temperamental,strongsubj,negative
tenaz,strongsubj,positive
tens,weaksubj,negative
terc,strongsubj,negative
ternur,strongsubj,positive
terribl,strongsubj,negative
terror,strongsubj,negative
testarud,strongsubj,negative
tetric,strongsubj,negative
tiern,weaksubj,positive
tim,strongsubj,negative
timador,weaksubj,negative
tiran,strongsubj,negative
toler,weaksubj,positive
tont,strongsubj,negative
torp,strongsubj,negative
tortur,weaksubj,negative
tosc,strongsubj,negative
trabaj,weaksubj,positive
traidor,strongsubj,negative
tramp,weaksubj,negative
tranquil,strongsubj,positive
transmit,strongsubj,positive
trastorn,strongsubj,negative
trat,weaksubj,positive
traum,strongsubj,negative
travies,strongsubj,negative
tristez,strongsubj,negative
ultim,strongsubj,positive
util,weaksubj,positive
vag,weaksubj,negative
valient,strongsubj,positive
valor,strongsubj,positive
vanguardi,strongsubj,positive
vanid,weaksubj,negative
vener,strongsubj,positive
vener,weaksubj,positive
veng,strongsubj,negative
ventaj,weaksubj,positive
verd,strongsubj,positive
vergüenz,strongsubj,negative
vibor,weaksubj,positive
vici,weaksubj,negative
victim,strongsubj,negative
vil,weaksubj,positive
volatil,strongsubj,positive
vulg,weaksubj,positive
vulner,weaksubj,negative
zoquet,strongsubj,positive
inconform,strongsubj,negative
defens,strongsubj,negative
nunc,weaksubj,negative
impon,strongsubj,negative
socializar,strongsubj,negative
agrad,strongsubj,positive
rap,strongsubj,negative
prepar,weaksubj,negative
enojo,strongsubj,negative
incompetent,strongsubj,negative
engreido,strongsubj,negative
rig,strongsubj,negative
impid,strongsubj,negative
irrespetuosa,strongsubj,negative
irrespetuoso,strongsubj,negative
